,q0,qa,label,qa_encode,q0_encode
210270,一句话激励自己,激励自己和他人的一句话,1,1651,213815
210273,我爱你中的爱是什么意思？,我爱你什么意思,1,3369,69414
210274,怎样申请摇号,我怎样申请摇号,1,103256,68154
210276,请问这个图片上的是什么字体,请问图片中的字是什么字体？,1,226138,108044
210277,在哪个网站充话费比较便宜？,有没有哪个网站充话费便宜点的,1,196556,130815
210278,脸上起痘痘，怎样能去掉,脸上的痘痘怎样能去掉,1,16761,71176
210279,剑灵封号如何解封,剑灵被封号怎么解封,1,195882,162505
210280,怎么才能让胸变小？,怎么样才能把胸变小,1,201523,57847
210283,为什么我的部落冲突进不去,为什么今天部落冲突进不去了怎么办,1,154856,233723
210284,怎么下载酷划？,酷划怎么下载,1,236630,163969
210285,长方形的客厅怎么装修,长方形客厅怎么装修啊？,1,5260,31031
210286,求《初恋这件小事》里的所有歌曲,求《初恋这件小事》里所有歌曲,1,138551,169853
210288,女生戴几个耳环好看吗？,女生几个耳环好看吗？,1,216901,156712
210289,十全大补猜什么生肖,十全大补是说什么生肖,1,166990,54272
210291,安卓系统有什么好玩的单机游戏,安卓系统什么单机游戏好玩,1,109846,235361
210293,为什么我的世界没有声音？,我的世界为何没有声音,1,115663,72696
210294,不作就不会死，是什么意思,不作死就不会死是什么意思,1,64617,191866
210296,上海会下雪吗？,上海会下雪么？,1,188721,57218
210297,小眼睛变大的方法,眼睛变大的方法,1,66653,226052
210302,联通宽带和移动宽带,联通宽带和移动宽带哪个好,1,50787,159795
210304,降低尿酸的药物都有哪些？,降尿酸的药有哪些_百度拇指医生,1,215022,127847
210305,您现在是还可以登陆支付宝账户吗,请问您的支付宝账户现在可以登陆吗？,1,130638,8688
210306,表示时间短的词语有哪些,表示时间很短的词语有那些,1,123395,147629
210307,我家狗狗是什么品种的？,我家的狗狗是什么品种的,1,177881,115312
210308,百度快照怎么找怎么用？,百度快照怎么用，怎么可以发上去信息,1,165047,216441
210310,联通手机怎么开通绿钻,联通卡手机怎么开通绿钻,1,155417,149523
210311,深圳哪里有摩天轮？,摩天轮。深圳哪里有,1,106546,56458
210312,想开店，求店名,开店，求店名,1,79368,166534
210315,身上的口香糖如何去除？,GBA重装机兵2粘在身上的口香糖如何去除,1,235407,239243
210316,外表什么样的女人才闷骚,请问什么样的女生是闷骚型的阿,1,132878,126308
210317,电驴上的资源怎么不能下载了呢,电驴的资源怎么不能下载了？,1,64907,152590
210319,什么是狗屎？,狗屎是什么？,1,1512,242220
210322,怎么同时下载歌曲和歌词,怎么下载有歌词的歌曲,1,177328,13939
210324,怎么修改小米账户密码,小米账户密码怎么修改,1,230940,126228
210330,桑塔纳与捷达哪个好？,新款桑塔纳和捷达哪个好,1,67828,158296
210331,七夕节怎么过呢？,七夕节大家都怎么过？,1,15023,130354
210333,谁知道这个香港男演员叫什么啊？,谁知道这个香港男演员叫什么,1,141835,124882
210335,在杭州手机到哪里买,杭州哪里有手机卖,1,71644,120258
210336,蚂蚁的牙齿是什么颜色的？,蚂蚁牙齿是什么颜色的？,1,55130,106476
210339,最近有什么歌好听吗,最近什么歌好听,1,17195,140704
210340,做爱都有哪些姿势,做爱的姿势有哪些,1,9441,125374
210341,古剑奇谭在哪个台？什么时候放？,古剑奇谭什么时候演,1,48712,185453
210343,姚明的老婆叫什么名字,姚明他老婆叫什么名字？,1,66848,18705
210344,这样的配置能玩战争雷霆吗？,我这配置可以玩战争雷霆吗？,1,44933,180265
210346,求狂野情人漫画,求狂野情人的全部漫画,1,138301,175571
210355,那个牌子电视盒子好,电视盒子哪个牌子的好呢,1,189313,48314
210356,大连轮渡到烟台,大连轮渡烟台,1,173155,165352
210359,心理学方面的书籍书籍,求心理学方面的书籍,1,63975,101948
210360,产妇可以吃什么零食,产妇能吃那些零食,1,191684,199284
210361,怀孕多久才知道,多久才能知道自己怀孕了,1,170003,202373
210362,求一部电视剧或者电影？,找一部电影或者是电视剧,1,211770,211291
210363,济公传郭德纲,郭德纲《济公传》,1,996,92195
210365,逆战什么模式经验最多？,玩逆战什么模式最加经验,1,120678,93897
210368,为什么我下载了艾尔之光不能安装,艾尔之光下载之后为什么安装不了（说的详细点）,1,105557,51919
210369,如何清洗汽车内饰,汽车内饰如何清洗,1,244479,65037
210370,一只蜜蜂停在日历上，打一成语,一只蜜蜂停在日历上[打一成语],1,215393,235919
210371,哪个网站的小游戏最多，最好玩,哪个网站的小游戏又快又好玩,1,155398,152415
210372,手机上什么软件可以看世界杯(不是直播的),三星手机下载什么软件可看世界杯直播,1,135223,237219
210373,有哪些生活中的传统文化,生活中传统文化有哪些,1,181322,236235
210374,保卫萝卜电脑能玩吗,保卫萝卜有电脑版吗,1,167216,189172
210376,您按照我给您的路径看看的,您按照这边给您的路径看下的,1,83677,220289
210377,你喜欢背带牛仔裤嘛,喜欢背带牛仔裤嘛,1,124901,100883
210378,惊鸿艳影是指什么生肖,惊鸿艳影，是什么生肖,1,22339,83053
210379,这句英语什么意思,什么意思这句英语,1,196576,61336
210380,怎么学手风琴,手风琴怎么学,1,27010,226413
210381,你有什么愿望,说说你的愿望是什么？,1,102201,153044
210382,有什么好看的卷发,弄什么卷发好看！,1,193293,134485
210383,您好，您之前有申诉过是吧？有没有收到申诉成功或者失败的通知的？,您好，之前有申诉过吗？申诉成功了没有？有收到通知吗？,1,133834,10661
210384,哪个音乐播放器比较好,音乐播放器哪个比较好？,1,9541,234726
210385,为什么手机会乱扣费,手机为什么会乱扣费，该怎么办,1,46304,121769
210386,苹果手机越狱了是什么意思,说苹果手机越狱是什么意思,1,222778,163938
210387,这个演员叫什么,这个演员是,1,88699,139438
210394,今天广州的天气怎么样啊？,今天，广州天气怎么样？,1,210517,123874
210395,桃花是指什么生肖,桃花属什么生肖,1,158189,120451
210397,农行手机银行如何开通？,怎样开通农行手机银行,1,131061,92549
210399,牛仔裤破洞，怎么缝,牛仔裤破洞怎么补,1,222274,130647
210403,范冰冰演的武媚娘好看吗,范冰冰演武媚娘好看吗？,1,190188,189510
210404,腾讯公司老板,腾讯公司的老板,1,19340,162123
210405,这个是什么品牌…金在中穿的},这个是什么品牌？,1,3283,148767
210411,电动三轮车怎么样,电动三轮车怎样,1,23626,222399
210413,慢跑快走哪个减肥快,对于减肥快走和慢跑哪个好,1,125049,6508
210415,有没有什么购物软件是可以货到付款的,什么购物软件，可以货到付款,1,20348,195453
210421,从外地买车到当地可以上牌吗,在外地买车能在本地上牌吗,1,143357,77212
210422,怎么封装系统,怎样封装自己的系统,1,190067,32608
210426,最近股市怎么样,最近股市怎么样啊？,1,139791,15348
210428,喝牛奶可以丰胸么？,喝牛奶可以丰胸吗？,1,149011,178866
210432,谁能教我五线谱？,谁会五线谱,1,84621,47837
210434,济南有什么市花,济南的市花是什么,1,24813,179738
210435,你造吗我宣你这些都是什么意思,我宣你，你造吗，是什么意思,1,218566,182052
210436,神探狄仁杰还有第五部吗,神探狄仁杰有第五部吗,1,55724,191270
210437,三星的手机为什么这么垃圾啊,三星手机为啥这么垃圾,1,130941,173656
210439,想看女人下边,女人下边长什么样,1,220649,155949
210440,说说现在女人为什么会这么现实？,为什么现在的女人都很现实？,1,155028,235819
210441,手机通话记录怎么查,怎样用手机查通话记录,1,79728,93278
210445,剑灵怎么双开啊,剑灵怎么才能双开,1,214963,95532
210446,有什么免费视频聊天网吗？,求免费视频聊天网,1,243920,158665
210448,这是哪个耳机牌子,这是什么牌子的耳机,1,64116,161001
210449,如何破解优酷带密码的视频,优酷视频密码怎么破解？,1,25340,173213
210450,求全息类网游小说,求全息网游小说包,1,132563,139885
210451,珍藏的近义词是什么啊？,珍藏的近义词是什么,1,205306,39260
210453,吹风机什么牌子的好,吹风机什么牌子好？,1,177750,164029
210454,守护甜心第四季什么时候播？,守护甜心第四季什么时候播出？,1,184154,71625
210455,是注册支付宝账户吗,支付宝钱包上注册的支付宝账户？,1,117934,177360
210458,十二生肖电影的插曲,电影十二生肖插曲,1,132134,150192
210459,洗衣机买哪个牌子的好？,洗衣机哪个牌子的好？,1,198431,210339
210460,什么洗发水去屑效果比较好,请问什么洗发水去屑最好啊,1,64780,70865
210462,求边伯贤这张原图,求边伯贤的这张原图,1,23251,166957
210464,开心消消乐哪些关卡是四星,开心消消乐哪些关卡有四星,1,177574,129535
210467,全民飞机和雷霆战机哪个好玩,雷霆战机和全民飞机哪个好玩,1,239380,244560
210469,您好，建议您登录您的支付宝账户查询一下的，麻烦了。,您好，麻烦您登录您的这个支付宝账户查看一下的，辛苦您了,1,75374,216020
210471,皮卡堂这发型叫什么？,皮卡堂的这个发型叫什么？,1,14712,176834
210473,苏轼是什么朝代的,苏轼是什么朝代,1,239555,36638
210474,什么男士面膜好,男士做什么面膜,1,212584,13985
210477,经常流鼻血是什么原因？,经常性流鼻血是什么原因,1,66674,36836
210478,怎么去除黑眼圈,怎样可以去除黑眼圈？,1,183736,146124
210479,怎么用手机看湖南卫视直播,如何用手机看湖南卫视直播,1,187418,21616
210481,实验中学录取分数线,实验中学录取分数线是,1,142456,70171
210482,这个是什么车标,什么车标,1,120252,56489
210484,微博怎么用的,微博怎么玩？,1,4275,207766
210486,淘宝为什么删除我的宝贝？,为什么淘宝宝贝被删除了？,1,9111,119021
210488,请问图片中的是什么动物？,这是什么动物？图片中,1,159627,151533
210489,一家三口都属羊好吗,一家三口属羊好吗,1,150372,217777
210490,有什么留言可以让对方感动到哭,能让人感动哭的留言,1,117507,208723
210496,您今天要来点兔子吗,今天要来点兔子吗,1,162916,182157
210499,完美芦荟胶怎么辨别真假,怎样辨别真假完美芦荟胶,1,36765,96787
210503,自驾游要去哪里,自驾游去哪里好,1,9667,175133
210505,我想摆摊，卖什么好？,摆摊该卖什么,1,28678,232799
210506,吃口香糖能减肥吗？,吃口香糖可以减肥吗,1,208993,188727
210508,请您以页面显示为准的，辛苦您了。,很抱歉，请以实际页面显示为准的，辛苦您了。,1,218325,225449
210510,求(狂野情人)漫画！,求狂野情人的全部漫画,1,138301,24217
210513,国外能玩国内游戏吗？,在国外玩国内的游戏?,1,158187,22830
210514,求暴露女友(小倩)全集,求暴露女友小倩全集,1,208859,117595
210516,什么嗨歌好听？,什么歌好听的,1,117864,145063
210517,雀巢超级能恩奶粉怎样啊？,雀巢超级能恩奶粉怎么样？,1,153021,158738
210518,杨乐乐和汪涵,汪涵和杨乐乐,1,110087,99997
210520,我的世界房子,我的世界怎么造房子？,1,61867,59676
210522,求阴影部分周长和面积,求阴影部分的周长河面积,1,11096,25950
210524,手机用什么软件可以看片,手机用什么软件才能看片,1,187171,141936
210525,猜谜语(打一成语),猜谜语打一成语,1,70333,227032
210526,朋友结婚我穿什么衣服去呢,朋友结婚穿什么衣服好？,1,189811,169717
210527,初二数学一次函数,初二数学一次函数的,1,36485,79646
210529,陈乐基月半小夜曲下载,月半小夜曲陈乐基下载,1,116361,158275
210530,大连民族学院什么专业最好,大连民族学院的什么专业最好，可以转专业吗,1,232597,47904
210532,怎样注册谷歌账号,怎么注册谷歌账号？,1,97183,229756
210535,求张学友一首歌名,找张学友唱的一首歌,1,239437,67515
210536,鸽子怎么样分公母,鸽子如何分公母,1,236229,223273
210541,请问玩魔方有什么技巧吗,有没有什么玩魔方的技巧,1,214919,82591
210542,为什么我支付宝里没有花呗,为什么我的支付宝里没有花呗功能,1,77396,71237
210543,人的酒窝是怎么形成的?,酒窝怎么形成的,1,53927,120287
210546,有没有什么好听的粤语歌？,找几个好听的粤语歌,1,205677,49928
210547,新生儿落户问题,关于新生儿落户问题,1,227418,193883
210549,神雕侠侣陈晓版好看吗？,陈晓版神雕侠侣好看吗,1,67757,35482
210552,什么品牌的洗面奶好用,什么牌子的洗面奶比较好,1,150572,115372
210553,夏天穿棉袄打一城市,夏天穿棉袄打一城市名,1,163793,182023
210554,怎么找回支付密码,支付密码怎么找回,1,5691,122256
210556,我们中国在哪个地方最多美女,中国那个地方美女最多,1,138133,189662
210561,如何找回小米帐号密码,小米帐号密码如何找回？,1,165463,174829
210562,我的古代名字和身份,我古代的名字和身份,1,76438,1132
210563,乳腺癌的早期症状是什么,乳腺癌早期症状是什么,1,211420,149601
210564,这绿色的东西是什么啊,什么东西是绿色的,1,188997,207008
210566,帮我想个网名,大家帮我想个网名吧,1,88776,72
210568,短发的男生做什么发型好看,男生短发搞什么发型好看,1,147104,137527
210569,测量质量的工具,测量质量的工具有,1,147996,97842
210570,《在你心中的最美的地方》作文650字,"你心中最美的地方是哪里,推荐有评语。",1,1888,186115
210572,我的世界为何没有声音,我的世界没有声音,1,118833,115663
210573,湿热性体质怎样调理,湿热体质如何调理,1,243236,199321
210575,言意是什么成语,言意打一成语是什么,1,84378,104029
210576,怎样挽回一个男人的心,怎样挽回一个变了心的男人,1,90307,70827
210577,求这张动漫图的名字,求这张图动漫名字,1,89994,206136
210578,什么东西可以解酒,什么东西能解酒？,1,244396,78526
210579,孕妇钙片吃什么牌子的好,孕妇吃什么牌子的钙片好？,1,4232,66868
210581,美国的一部很老的动画片,一部美国动画片,1,95847,218862
210582,过年摆地摊卖什么好,过年期间摆地摊什么好卖,1,111471,127009
210583,县城里什么生意好坐,小县城做什么生意好？,1,23986,70341
210585,陆瑶的爸爸是谁,陆瑶的爸爸是谁呀,1,90096,108015
210586,越狱兔全集下载,越狱兔全集在哪下载,1,199692,43608
210588,有没有什么好玩的网站,有什么好玩的科技网站,1,108945,90478
210595,英文翻译下。,英文翻译啦！,1,49103,149912
210598,明天大连天气怎么样,明天大连的天气如何？,1,188609,162828
210600,淘宝客佣金怎么算的,淘宝客佣金该怎么算？,1,217493,158408
210601,月经量少怎么调理？,月经量少，该如何调理,1,36443,16754
210604,淘宝店赚钱吗？,做淘宝赚钱吗,1,27339,45841
210607,这词语是什么意思?,这些词语是什么意思?,1,133954,117568
210609,什么牌子的小米粉好？,米粉啥牌子的好,1,217362,47996
210616,好朋友不理我了怎么办,朋友不理我怎么？,1,244379,108138
210619,什么样的女人最有福气,什么样的女人有福气,1,145849,46301
210620,请问这件衣服是什么牌子的？,请问千颂伊这件衣服是什么牌子的,1,237372,198425
210621,《选择》阅读题答案,《选择》阅读答案,1,125874,238442
210624,与我同眠电影那里看？,与我同眠这电影有吗,1,16880,92935
210629,"在家复习,(打一字)",在家复习（打一字）,1,77466,88191
210630,给我起个网名要有内涵的,谁帮我起个有内涵的网名,1,201117,49769
210631,为什么手心老是出汗？,老是手心出汗是为什么？,1,162774,95387
210635,怎样用一只手吹口哨,怎样吹口哨？(一只手),1,74274,103626
210639,世界上最帅的男人是谁？,谁是世界上最帅的男人,1,73054,61636
210642,在家带孩子的人能做什么工作呢,在家带孩子能做什么工作,1,117183,157259
210643,在线看电影用什么用什么网站好,什么网站可以在线看电影,1,235097,45288
210645,什么动物可爱,最可爱的动物是什么,1,13657,146777
210647,请问这是什么木头的手串。,看看这是什么木头的手串,1,60673,23917
210648,学计算机有前途么？,学计算机有前途吗？,1,205900,34741
210649,怎么练出腹肌,怎么练出腹肌？我女的。,1,3264,25406
210651,求红薯夫妇高清婚纱照,求红薯夫妇的高清婚纱照,1,78200,10154
210652,国字脸的男生适合什么发型？,男生国字脸适合什么发型？,1,33917,17172
210656,没有情人的情人节…,没有情人的情人节呀！,1,782,43585
210657,夫妻怎么生孩子,夫妻如何生孩子,1,226176,131500
210658,拉大便出血是什么原因,请问大便后出血是什么原因,1,25270,144410
210659,中国首富现在是谁,中国首富现在是谁啊,1,23778,228089
210661,求助给我宝宝起名。,求助宝宝起名！,1,106435,215044
210662,北京鸟巢在哪个区,北京鸟巢在哪,1,70430,29555
210664,为什么最迷人的最危险~,为什么最迷人的最危险呢,1,195461,76867
210666,来淘宝网店如何推广。,怎么在站外推广自己的淘宝网店？,1,64220,169956
210667,谁有这张图片高清无水印的,求这张图片的高清图，无水印,1,166657,170835
210668,那些小说网站比较好,比较好的小说网站,1,55360,32958
210673,现在北京天气如何？热不热？,北京现在的天气怎么样,1,123809,73463
210674,想问个关于新浪微博的问题,问个关于新浪微博的问题,1,25650,83539
210677,小姑娘漂亮吗？,这个小姑娘漂亮吗,1,197734,171939
210679,谁可以给我世界三大禁曲,世界三大禁曲谁有？,1,59047,237579
210681,超能少年和白金小帅哪个好？,白金小帅跟超能少年哪个好,1,157959,166456
210682,我的世界电脑版,我的世界电脑版咋下,1,29871,48216
210684,求小女孩图片,这个小女孩的图片有吗,1,243043,114938
210686,如何注销农行手机银行,如何注销手机银行(农行),1,18014,193970
210688,圆的对称轴是,圆的对称轴是它的()。,1,35906,199445
210689,成都好的装修公司有哪些？,成都哪些装修公司好,1,86091,44055
210692,星座是阳历还是阴历,星座按阴历还是阳历算,1,130037,60386
210693,如何让胸部快速变大,怎样让胸部快速变大~,1,1450,232079
210695,红血丝怎么消除小偏方,红血丝怎么消除民间小偏方,1,97640,106075
210697,看图打一明星,看图。识明星。,1,240558,158596
210698,怎样快速消除吻痕,如何快速消除吻痕,1,156964,238403
210699,去哪里下载高清图片,哪里能下载高清图片,1,225678,147279
210702,用什么牌子的内衣好？,什么牌子的内衣好？,1,28744,25229
210705,移动的手机能改成电信手机吗,移动手机可以改成电信手机吗,1,169500,58065
210706,范冰冰的老家是哪里？,范冰冰老家是哪里,1,99149,226723
210708,话费在哪里充值比较便宜呢？,话费充值哪里比较便宜,1,864,214098
210709,，事业单位何时涨工资,事业单位几时涨工资,1,96208,152322
210710,是什么玩意儿,这个是什么玩意儿,1,142001,177565
210712,初中周记怎么写？,初中的周记怎么写,1,167731,29050
210718,诗人李白是哪个朝代的,李白是哪个朝代的,1,110303,224959
210726,两点间的距离公式是什么,两点间距离公式是什么？,1,226925,8136
210727,节操是什么意思?,节操什么意思？,1,90947,22294
210730,帮您查询到之前是已经发送的邮件的，帮您撤销重新发送可以吗？,这边已经发送成功了，如果您没有收到从新给您发送一封，麻烦您了。,1,20546,73677
210737,睾丸疼是什么原因,蛋蛋疼是怎么回事？,1,90764,136919
210746,问一下这是什么字体阿。,想问一下这是什么字体,1,182049,238862
210748,有哪些正品化妆品网站,哪个网站的化妆品都是正品呢,1,104046,73203
210752,现在大学究竟教会我们什么了,大学生活教会了我们什么,1,97777,164951
210754,同桌的你电影完整版？,同桌的你电影完整版哪里可以观看呢,1,179497,90807
210755,求阴影部分周长和面积。,求阴影部分的周长和面积!,1,128543,25950
210756,保护环境的标语,保护环境的标语有那些,1,217787,169078
210757,怎么上传歌词到酷狗？,酷狗歌词怎么上传,1,10889,105403
210758,哪里能看谢文东电视剧全集,电视剧《谢文东》哪里有全集的,1,5525,221469
210761,湖面很平静扩句,湖面平静。扩句。,1,3967,114996
210763,赛尔号黄金布布怎么融合,赛尔号黄金布布怎么融合百度视频,1,41755,40731
210764,和爱情公寓一样的电视剧,有没有什么电视剧和爱情公寓一样,1,116225,62446
210768,怎么将百度影音的电影下到手机上,怎么将百度影音里面的电影下载到手机上,1,65759,31564
210769,百度贴吧的问题,关于百度贴吧的问题。,1,72314,128055
210770,胸部怎么按摩？,怎样按摩胸部？,1,91754,18220
210771,登山包什么牌子好登山包品牌,登山包品牌，登山包什么牌子好？,1,49177,165871
210773,谁有李易峰签名？,谁有李易峰的签名啊,1,96793,157067
210774,冰箱里有异味怎么能去除？,怎样去除冰箱里的异味？,1,19231,237697
210775,疯狂猜图品牌三个字如图,疯狂猜图三个字品牌,1,196468,163053
210778,大学该如何生活,大学的生活该怎么过,1,112414,234923
210779,童鞋有哪些品牌,童鞋的品牌有哪些,1,98599,230105
210780,赛尔号修改器在哪下载。,赛尔号修改器下载,1,38473,132404
210781,中考复习资料，语文,中考语文复习资料,1,206406,1615
210786,怎么样才能让毛孔变小呢？,怎么样可以让毛孔变小啊,1,124200,140054
210788,包罗万象是什么意思,包罗万象什么意思,1,64100,92715
210789,买手表哪个网站好,买手表到哪个网站好,1,126617,15099
210792,苹果手机后盖怎么打开,苹果手机怎么打开后盖？取卡,1,169047,37366
210794,有谁能告诉我这什么动漫,谁能告诉我这动漫叫什么,1,69495,136183
210795,怎么笑起来好看,怎样笑起来才好看,1,134817,86996
210798,大姨妈怎么提前,怎样能让大姨妈提前来？,1,129630,139889
210802,什么地图最好,什么地图最好用？,1,40583,168812
210804,打印机碳粉怎么上,打印机如何加碳粉,1,95674,28719
210806,如何升级手机版本？,手机版本怎么升级？,1,19222,136875
210808,陈维聪是哪里人？,陈维聪哪里人,1,186784,20224
210809,怎样知道自己的手机号码？,怎么知道自己手机号码？,1,184611,29360
210810,童星香奈儿照片,童星香奈儿的照片,1,11978,76761
210811,为什么帅哥追不到美女？,为什么帅哥找不到美女呢,1,193754,226980
210812,疯狂猜图这个名人明星是谁？,疯狂猜图明星名人这个人是谁?,1,207571,114638
210814,怎样激活我的百度空间?,我有百度帐号怎样激活空间啊,1,139314,146224
210816,不折腾是什么意思？,折腾是什么意思？,1,6453,103052
210818,我的电脑输入法有问题,为什么我的电脑输入法有问题,1,159220,99667
210819,如何做微博推广,怎么用微博推广？,1,95538,180421
210821,仓促是什么意思？,仓促的意思是什么,1,237497,64516
210822,毅然什么意思,毅然的意思是什么？,1,165795,147328
210825,输卵管堵塞应该吃什么,吃什么药可以彻底治疗输卵管堵塞,1,166059,49060
210826,手表坏了怎么修,修手表怎么修,1,160985,148261
210827,萌是什么意思啊,萌是什么意思?,1,36726,87648
210828,求本牛逼的小说。,求本小说！,1,14254,219266
210832,月经来的时候能喝茶吗？,月经来了能喝茶吗,1,119328,139022
210833,福州到重庆的动车什么时候开通,福州到重庆动车什么时候开通,1,95961,32083
210834,你们现在都用什么软件看电影啊,现在下电影一般用什么软件,1,88094,164362
210835,为什么头发掉得厉害?,为什么我头发掉得那么厉害！,1,220412,91383
210836,有什么感人的小说吗？,有什么感人的小说好看,1,227080,240819
210844,男友摸我，我怎么没感觉？,为什么男友摸我没感觉,1,10875,172328
210846,世界上什么东西最恐怖,世界上最恐怖的东西是什么？,1,206146,67638
210848,如何免费得话费,怎样免费得话费,1,149027,2417
210850,您身边有电脑吗，要麻烦您下载余额宝最近30天的明细查询,这边是建议您电脑登录账户，点击账户资产，余额宝，下载近30天账单核实,1,231207,190052
210851,如何删除贴吧的帖子,贴吧里的帖子要如何删除,1,158710,69016
210852,手机淘宝如何货到付款,手机怎么在淘宝货到付款？,1,76942,170773
210853,我要去旅游，哪个旅游网站比较好呀?,旅游去哪个网站比较好？,1,140769,102600
210854,牛奶和鸡蛋还能吃吗,牛奶配鸡蛋吃可以吗,1,82658,89555
210855,什么面膜最好，婧氏如何？,什么面膜最好用？,1,183278,84491
210858,江南四大才子是谁啊？,江南四大才子都是谁,1,212578,43874
210860,求可爱卡通头像,求可爱萌卡通头像,1,47509,176339
210866,请问这是什么动漫啊,请问这是什么呢动漫？,1,237984,86396
210868,玫瑰花种子哪里可以买到,从化哪里有玫瑰花种子购买,1,115249,200807
210870,有什么好看的YY穿越异界小说,有什么好看的穿越异界的小说,1,26998,118181
210871,奥奇传说怎么刷奥币,奥奇传说怎样刷奥币,1,208271,121766
210872,手机可不可以玩英雄联盟,英雄联盟手机可不可以下的,1,6730,69567
210874,苹果如何刷机,苹果怎么刷机,1,94647,198045
210877,现在都有什么职业,现在做什么职业好,1,201148,65561
210879,世界上最长的运河是什么？,世界上最长的运河是什么运河,1,124399,64107
210882,淘宝网买彩票安全吗？,在淘宝网上买彩票安全吗？,1,235282,54472
210884,反复的近义词是什么？,反复的近义词是什么词,1,9527,11889
210889,游戏人生兑换点怎么得,怎么刷游戏人生兑换点,1,24734,21621
210890,改良酸性土壤用什么,用什么改良酸性土壤？,1,78459,202528
210895,求重生古代文,求一些古代重生文,1,184368,53983
210896,快过年了送长辈礼物送什么好？,过年送什么礼物给长辈？,1,237421,189205
210905,黑色星期四是什么时候啊,黑色星期四是什么？,1,69640,23583
210911,晚上可以喝牛奶吗？,晚上喝牛奶好吗,1,221462,79660
210915,哪个国家的国歌最好听？,哪个国家的国家的国歌最好听？,1,104833,10339
210916,如何下载新浪，搜狐等网站上的视频,我想知道在新浪里的视频如何下载！谢谢~,1,169189,203141
210918,大家一起吃饭了。,大家一起吃饭忙吧,1,193101,106218
210919,有哪些密室逃脱的游戏？,有哪些密室逃脱游戏呢，（发网址）,1,139229,232859
210920,苹果可以煮着吃吗？,苹果怎么可以煮着吃吗？,1,230327,54528
210922,现在什么工作工资高啊,现在什么工作工资高,1,79971,158225
210923,怎样定位对方手机位置,如何定位别人手机位置？,1,86253,224171
210925,学计算机有前途么？,学计算机有没有前途？,1,234111,34741
210926,一见钟情是什么意思,一见钟情啊！什么意思,1,67984,39837
210928,世界杯好看吗,世界杯好看么？,1,218832,60864
210933,今年流行什么款式的鞋子,今年流行什么款的鞋子,1,106999,59801
210937,用啤酒洗头发好吗,啤酒可以洗头发吗,1,224934,143863
210939,美丽说买东西怎么样,美丽说的东西怎么样？,1,74440,5768
210940,新买的牛仔裤怎么洗不褪色呢,新牛仔裤第一次怎么洗不掉色,1,119488,150923
210941,怎么用电脑下载视频,在电脑上如何下载视频？,1,222590,23506
210942,怎么在电脑上查看手机短信内容,在电脑上怎么能查到手机短信内容,1,32975,51188
210943,怎么设置电脑闹定时关机,电脑怎么样设置定时关机？,1,178329,88801
210946,酸菜窜白肉怎么做？,酸菜白肉怎么做,1,44792,87545
210948,拍照怎样笑才好看,怎样拍照最好看？,1,111652,188945
210952,快递单号在哪里？,快递单号在哪里查？,1,61841,67015
210954,做网站是怎么赚钱的？,这些网站靠什么怎么赚钱的？,1,157264,35213
210955,厚嘴唇如何变薄,厚嘴唇怎么变薄？,1,108407,25814
210957,水果沙拉在家里怎么做,水果沙拉怎么做（简单些）,1,135624,207230
210958,能在手机上下载赛尔号吗,赛尔号可以手机下载吗,1,208646,164038
210962,在校大学生创业能贷款吗,在校大学生可以做创业贷款吗？,1,91757,183564
210963,如何写好简历？,如何做简历？,1,237861,82100
210965,怎么问题提交不了,我的问题怎么提交不了呢,1,196795,212199
210966,小说改编电视剧,根据小说改编的电视剧,1,226491,209807
210968,梦到自己捡到金子,梦到捡到金子,1,193246,130072
210970,宝马奔驰奥迪哪个好啊,奔驰宝马奥迪，哪个好啊,1,61885,33866
210975,这是哪个电视剧剧照,这是哪个电视剧的剧照啊？,1,195330,151887
210976,我时空猎人号被盗怎样找回,时空猎人号被盗了，怎样找回,1,364,59486
210977,目前农行是暂停2小时转出的,目前农行是暂停2小时到账的,1,35399,121881
210978,胖人适合什么发型,我是胖人适合什么发型？,1,115194,206125
210981,街头篮球充值问题,急！关于街头篮球充值问题！,1,55690,172189
210982,也古人说什么,古人说什么？,1,103067,9419
210983,形容冬天的四字词语有哪些,描写冬天的四字词语有哪些,1,178629,120321
210985,有什么肌肤问题，说出来，教你如何改善,有什么肌肤问题不懂，告诉我，我教你如何还是,1,55600,237759
210987,十个太阳，打一字，是什么字。,十个太阳打一字是什么？,1,132452,72585
210989,如何让自己的淘宝店有人气,怎样使自己淘宝店人气旺起来,1,7748,37548
210990,苹果没越狱怎么改字体,苹果怎么换字体不越狱,1,216058,4064
210991,为什么电脑总是重启？,为什么电脑总是无限重启！,1,218201,139742
210992,春运什么时候开始啊,春运什么时候,1,82466,49983
210993,没身份证能坐飞机吗,身份证丢了能坐飞机吗,1,168155,233450
210995,今年最流行什么衣服,今年流行什么衣服呢？,1,37425,46457
211000,这个图片出自什么动漫,这个图片出自那个动漫,1,67762,111354
211001,出自哪部动漫？,她出自哪部动漫,1,64819,40061
211003,哪里买手机便宜,那里买手机便宜,1,60660,218749
211006,这小女孩是谁？,那个小女孩是谁？,1,33535,24769
211007,什么牌子的睫毛膏好？,睫毛膏什么牌子好,1,141541,112666
211008,求此图出自那个动漫,求此图出自哪个动漫,1,6021,112140
211009,春节送什么礼品好呢,春节送什么礼品？,1,159646,8129
